metric,2024-03-31 00:00:00,2023-12-31 00:00:00,2023-09-30 00:00:00,2023-06-30 00:00:00,2023-03-31 00:00:00,2022-12-31 00:00:00,2022-09-30 00:00:00,stock,2024-02-29 00:00:00,2023-11-30 00:00:00,2023-08-31 00:00:00,2023-05-31 00:00:00,2023-02-28 00:00:00,2022-11-30 00:00:00,2024-01-31 00:00:00,2023-10-31 00:00:00,2023-07-31 00:00:00,2023-04-30 00:00:00,2023-01-31 00:00:00,2022-10-31 00:00:00
Net Non Operating Interest Income Expense,-11400000.0,-13600000.0,-14900000.0,-14300000.0,-12900000.0,,,TEX,,,,,,,,,,,,
Interest Expense Non Operating,15000000.0,16000000.0,17000000.0,15400000.0,14900000.0,,,TEX,,,,,,,,,,,,
Interest Income Non Operating,3600000.0,2400000.0,2100000.0,1100000.0,2000000.0,,,TEX,,,,,,,,,,,,
Operating Income,158300000.0,115700000.0,163200000.0,209900000.0,147700000.0,,,TEX,,,,,,,,,,,,
Operating Expense,139000000.0,146800000.0,129300000.0,133000000.0,131000000.0,,,TEX,,,,,,,,,,,,
Selling General And Administration,139000000.0,146800000.0,129300000.0,133000000.0,131000000.0,,,TEX,,,,,,,,,,,,
Gross Profit,297300000.0,262500000.0,292500000.0,342900000.0,278700000.0,,,TEX,,,,,,,,,,,,
Cost Of Revenue,995200000.0,960100000.0,997600000.0,1060200000.0,957000000.0,,,TEX,,,,,,,,,,,,
Total Revenue,1292500000.0,1222600000.0,1290100000.0,1403100000.0,1235700000.0,,,TEX,,,,,,,,,,,,
Operating Revenue,1292500000.0,1222600000.0,1290100000.0,1403100000.0,1235700000.0,,,TEX,,,,,,,,,,,,
Tax Effect Of Unusual Items,-8400000.0,-27510000.0,-5880000.0,-4410000.0,-3840000.0,,,APTV,,,,,,,,,,,,
Tax Rate For Calcs,0.21,0.21,0.21,0.09,0.12,,,APTV,,,,,,,,,,,,
Normalized EBITDA,704000000.0,759000000.0,726000000.0,694000000.0,595000000.0,,,APTV,,,,,,,,,,,,
Total Unusual Items,-40000000.0,-131000000.0,-28000000.0,-49000000.0,-32000000.0,,,APTV,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,-40000000.0,-131000000.0,-28000000.0,-49000000.0,-32000000.0,,,APTV,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,218000000.0,905000000.0,1629000000.0,242000000.0,162000000.0,,,APTV,,,,,,,,,,,,
Reconciled Depreciation,230000000.0,246000000.0,226000000.0,224000000.0,216000000.0,,,APTV,,,,,,,,,,,,
Reconciled Cost Of Revenue,3847000000.0,3807000000.0,4054000000.0,4171000000.0,3901000000.0,,,APTV,,,,,,,,,,,,
EBITDA,664000000.0,628000000.0,698000000.0,645000000.0,563000000.0,,,APTV,,,,,,,,,,,,
EBIT,434000000.0,382000000.0,472000000.0,421000000.0,347000000.0,,,APTV,,,,,,,,,,,,
Net Interest Income,-45000000.0,-36000000.0,-45000000.0,-48000000.0,-45000000.0,,,APTV,,,,,,,,,,,,
Interest Expense,65000000.0,71000000.0,75000000.0,72000000.0,67000000.0,,,APTV,,,,,,,,,,,,
Interest Income,20000000.0,35000000.0,30000000.0,24000000.0,22000000.0,,,APTV,,,,,,,,,,,,
Normalized Income,249600000.0,1008490000.0,1651120000.0,286590000.0,190160000.0,,,APTV,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,218000000.0,905000000.0,1629000000.0,242000000.0,162000000.0,,,APTV,,,,,,,,,,,,
Total Expenses,4443000000.0,4434000000.0,4640000000.0,4748000000.0,4459000000.0,,,APTV,,,,,,,,,,,,
Total Operating Income As Reported,419000000.0,355000000.0,446000000.0,410000000.0,348000000.0,,,APTV,,,,,,,,,,,,
Diluted Average Shares,275310000.0,,283010000.0,272770000.0,271170000.0,271400000.0,,APTV,,,,,,,,,,,,
Basic Average Shares,275190000.0,,282840000.0,272690000.0,271010000.0,270950000.0,,APTV,,,,,,,,,,,,
Diluted EPS,0.79,,5.76,0.84,0.54,0.86,,APTV,,,,,,,,,,,,
Basic EPS,0.79,,5.76,0.84,0.54,0.86,,APTV,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,218000000.0,876000000.0,1629000000.0,229000000.0,146000000.0,,,APTV,,,,,,,,,,,,
Net Income Common Stockholders,218000000.0,905000000.0,1629000000.0,229000000.0,146000000.0,,,APTV,,,,,,,,,,,,
Preferred Stock Dividends,,0.0,,13000000.0,16000000.0,16000000.0,15000000.0,APTV,,,,,,,,,,,,
Net Income,218000000.0,905000000.0,1629000000.0,242000000.0,162000000.0,,,APTV,,,,,,,,,,,,
Minority Interests,-6000000.0,-14000000.0,-8000000.0,-4000000.0,-2000000.0,,,APTV,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,224000000.0,919000000.0,1637000000.0,246000000.0,164000000.0,,,APTV,,,,,,,,,,,,
Net Income Continuous Operations,224000000.0,919000000.0,1637000000.0,246000000.0,164000000.0,,,APTV,,,,,,,,,,,,
Earnings From Equity Interest Net Of Tax,-69000000.0,-72000000.0,-72000000.0,-73000000.0,-82000000.0,,,APTV,,,,,,,,,,,,
Tax Provision,76000000.0,-680000000.0,-1312000000.0,30000000.0,34000000.0,,,APTV,,,,,,,,,,,,
Pretax Income,369000000.0,311000000.0,397000000.0,349000000.0,280000000.0,,,APTV,,,,,,,,,,,,
Other Income Expense,-44000000.0,-138000000.0,-32000000.0,-55000000.0,-34000000.0,,,APTV,,,,,,,,,,,,
Other Non Operating Income Expenses,-4000000.0,-7000000.0,-4000000.0,-6000000.0,-2000000.0,,,APTV,,,,,,,,,,,,
Special Income Charges,-39000000.0,-131000000.0,-28000000.0,-46000000.0,-29000000.0,,,APTV,,,,,,,,,,,,
Write Off,0.0,0.0,0.0,,18000000.0,,0.0,APTV,,,,,,,,,,,,
Restructuring And Mergern Acquisition,39000000.0,130000000.0,28000000.0,46000000.0,11000000.0,,,APTV,,,,,,,,,,,,
Gain On Sale Of Security,-1000000.0,0.0,,-3000000.0,-3000000.0,3000000.0,,APTV,,,,,,,,,,,,
Net Non Operating Interest Income Expense,-45000000.0,-36000000.0,-45000000.0,-48000000.0,-45000000.0,,,APTV,,,,,,,,,,,,
Interest Expense Non Operating,65000000.0,71000000.0,75000000.0,72000000.0,67000000.0,,,APTV,,,,,,,,,,,,
Interest Income Non Operating,20000000.0,35000000.0,30000000.0,24000000.0,22000000.0,,,APTV,,,,,,,,,,,,
Operating Income,458000000.0,485000000.0,474000000.0,452000000.0,359000000.0,,,APTV,,,,,,,,,,,,
Operating Expense,420000000.0,437000000.0,419000000.0,412000000.0,401000000.0,,,APTV,,,,,,,,,,,,
Depreciation Amortization Depletion Income Statement,54000000.0,56000000.0,59000000.0,59000000.0,59000000.0,,,APTV,,,,,,,,,,,,
Depreciation And Amortization In Income Statement,54000000.0,56000000.0,59000000.0,59000000.0,59000000.0,,,APTV,,,,,,,,,,,,
Amortization,54000000.0,56000000.0,59000000.0,59000000.0,59000000.0,,,APTV,,,,,,,,,,,,
Amortization Of Intangibles Income Statement,54000000.0,56000000.0,59000000.0,59000000.0,59000000.0,,,APTV,,,,,,,,,,,,
Selling General And Administration,366000000.0,381000000.0,360000000.0,353000000.0,342000000.0,,,APTV,,,,,,,,,,,,
Gross Profit,878000000.0,922000000.0,893000000.0,864000000.0,760000000.0,,,APTV,,,,,,,,,,,,
Cost Of Revenue,4023000000.0,3997000000.0,4221000000.0,4336000000.0,4058000000.0,,,APTV,,,,,,,,,,,,
Total Revenue,4901000000.0,4919000000.0,5114000000.0,5200000000.0,4818000000.0,,,APTV,,,,,,,,,,,,
Operating Revenue,4901000000.0,4919000000.0,5114000000.0,5200000000.0,4818000000.0,,,APTV,,,,,,,,,,,,
Tax Effect Of Unusual Items,-2124682.0,-2968911.705431,-998010.0,-723340.0,-7786575.0,,,PUMP,,,,,,,,,,,,
Tax Rate For Calcs,0.329,0.068086,0.234,0.236,0.225,,,PUMP,,,,,,,,,,,,
Normalized EBITDA,90381000.0,50968000.0,104600000.0,121036000.0,110634000.0,,,PUMP,,,,,,,,,,,,
Total Unusual Items,-6458000.0,-43605000.0,-4265000.0,-3065000.0,-34607000.0,,,PUMP,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,-6458000.0,-43605000.0,-4265000.0,-3065000.0,-34607000.0,,,PUMP,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,19930000.0,-17109000.0,34753000.0,39257000.0,28733000.0,,,PUMP,,,,,,,,,,,,
Reconciled Depreciation,52206000.0,23430000.0,53769000.0,65416000.0,38271000.0,,,PUMP,,,,,,,,,,,,
Reconciled Cost Of Revenue,340847000.0,284464000.0,346259000.0,350680000.0,318757000.0,,,PUMP,,,,,,,,,,,,
EBITDA,83923000.0,7363000.0,100335000.0,117971000.0,76027000.0,,,PUMP,,,,,,,,,,,,
EBIT,31717000.0,-16067000.0,46566000.0,52555000.0,37756000.0,,,PUMP,,,,,,,,,,,,
Net Interest Income,-2029000.0,-2292000.0,-1169000.0,-1180000.0,-667000.0,,,PUMP,,,,,,,,,,,,
Interest Expense,2029000.0,2292000.0,1169000.0,1180000.0,667000.0,,,PUMP,,,,,,,,,,,,
Normalized Income,24263318.0,23527088.294569,38019990.0,41598660.0,55553425.0,,,PUMP,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,19930000.0,-17109000.0,34753000.0,39257000.0,28733000.0,,,PUMP,,,,,,,,,,,,
Total Expenses,369073000.0,312454000.0,374856000.0,379701000.0,347503000.0,,,PUMP,,,,,,,,,,,,
Total Operating Income As Reported,30312000.0,-8283000.0,44683000.0,52483000.0,41460000.0,,,PUMP,,,,,,,,,,,,
Diluted Average Shares,108989000.0,110164000.0,112698000.0,114796000.0,115331000.0,,,PUMP,,,,,,,,,,,,
Basic Average Shares,108540000.0,110164000.0,112286000.0,114737000.0,114881000.0,,,PUMP,,,,,,,,,,,,
Diluted EPS,0.18,-0.16,0.31,0.34,0.25,,,PUMP,,,,,,,,,,,,
Basic EPS,0.18,-0.16,0.31,0.34,0.25,,,PUMP,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,19930000.0,-17109000.0,34753000.0,39257000.0,28733000.0,,,PUMP,,,,,,,,,,,,
Net Income Common Stockholders,19930000.0,-17109000.0,34753000.0,39257000.0,28733000.0,,,PUMP,,,,,,,,,,,,
Net Income,19930000.0,-17109000.0,34753000.0,39257000.0,28733000.0,,,PUMP,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,19930000.0,-17109000.0,34753000.0,39257000.0,28733000.0,,,PUMP,,,,,,,,,,,,
Net Income Continuous Operations,19930000.0,-17109000.0,34753000.0,39257000.0,28733000.0,,,PUMP,,,,,,,,,,,,
Tax Provision,9758000.0,-1250000.0,10644000.0,12118000.0,8356000.0,,,PUMP,,,,,,,,,,,,
Pretax Income,29688000.0,-18359000.0,45397000.0,51375000.0,37089000.0,,,PUMP,,,,,,,,,,,,
Other Income Expense,-5053000.0,-51389000.0,-2382000.0,-2993000.0,-38311000.0,,,PUMP,,,,,,,,,,,,
Other Non Operating Income Expenses,1405000.0,-7784000.0,1883000.0,72000.0,-3704000.0,,,PUMP,,,,,,,,,,,,
Special Income Charges,-6458000.0,-43605000.0,-4265000.0,-3065000.0,-34607000.0,,,PUMP,,,,,,,,,,,,
Gain On Sale Of Ppe,-6458000.0,-43605000.0,-4265000.0,-3065000.0,-34607000.0,,,PUMP,,,,,,,,,,,,
Impairment Of Capital Assets,,0.0,0.0,0.0,,0.0,0.0,PUMP,,,,,,,,,,,,
Net Non Operating Interest Income Expense,-2029000.0,-2292000.0,-1169000.0,-1180000.0,-667000.0,,,PUMP,,,,,,,,,,,,
Interest Expense Non Operating,2029000.0,2292000.0,1169000.0,1180000.0,667000.0,,,PUMP,,,,,,,,,,,,
Operating Income,36770000.0,35322000.0,48948000.0,55548000.0,76067000.0,,,PUMP,,,,,,,,,,,,
Operating Expense,28226000.0,27990000.0,28597000.0,29021000.0,28746000.0,,,PUMP,,,,,,,,,,,,
Selling General And Administration,28226000.0,27990000.0,28597000.0,29021000.0,28746000.0,,,PUMP,,,,,,,,,,,,
General And Administrative Expense,28226000.0,27990000.0,28597000.0,29021000.0,28746000.0,,,PUMP,,,,,,,,,,,,
Other Gand A,28226000.0,27990000.0,28597000.0,29021000.0,28746000.0,,,PUMP,,,,,,,,,,,,
Gross Profit,64996000.0,63312000.0,77545000.0,84569000.0,104813000.0,,,PUMP,,,,,,,,,,,,
Cost Of Revenue,340847000.0,284464000.0,346259000.0,350680000.0,318757000.0,,,PUMP,,,,,,,,,,,,
Total Revenue,405843000.0,347776000.0,423804000.0,435249000.0,423570000.0,,,PUMP,,,,,,,,,,,,
Operating Revenue,405843000.0,347776000.0,423804000.0,435249000.0,423570000.0,,,PUMP,,,,,,,,,,,,
Tax Effect Of Unusual Items,,4850.711407,-40894.681843,14941.473309,14772.380985,-10501.345112,,YALA,,,,,,,,,,,,
Tax Rate For Calcs,,0.017862,0.019718,0.028228,0.030032,0.024518,,YALA,,,,,,,,,,,,
Normalized EBITDA,,23169020.0,34474688.0,23407659.0,16421349.0,15541619.0,,YALA,,,,,,,,,,,,
Total Unusual Items,,271566.0,-2073935.0,529308.0,491889.0,-428306.0,,YALA,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,,271566.0,-2073935.0,529308.0,491889.0,-428306.0,,YALA,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,,31185462.0,36225105.0,29470561.0,20461649.0,16762517.0,,YALA,,,,,,,,,,,,
Reconciled Cost Of Revenue,,30571656.0,27772226.0,28330815.0,27852477.0,27439485.0,,YALA,,,,,,,,,,,,
EBITDA,,23440586.0,32400753.0,23936967.0,16913238.0,15113313.0,,YALA,,,,,,,,,,,,
EBIT,,23440586.0,32400753.0,23936967.0,16913238.0,15113313.0,,YALA,,,,,,,,,,,,
Net Interest Income,,6479095.0,5612861.0,4623275.0,3118289.0,2295844.0,,YALA,,,,,,,,,,,,
Interest Income,,6479095.0,5612861.0,4623275.0,3118289.0,2295844.0,,YALA,,,,,,,,,,,,
Normalized Income,,30918746.711407,38258145.318157,28956194.473309,19984532.380985,17180321.654888,,YALA,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,,31185462.0,36225105.0,29470561.0,20461649.0,16762517.0,,YALA,,,,,,,,,,,,
Total Expenses,,57484642.0,52786607.0,55309396.0,56605375.0,60000478.0,,YALA,,,,,,,,,,,,
Total Operating Income As Reported,,23285678.0,32400525.0,23932407.0,16735579.0,15003055.0,,YALA,,,,,,,,,,,,
Diluted Average Shares,,,183111650.0,180752549.0,180517715.0,177515233.0,177347900.0,YALA,,,,,,,,,,,,
Basic Average Shares,,,160554831.0,158871859.0,157976350.0,157373645.0,155190724.0,YALA,,,,,,,,,,,,
Diluted EPS,,,0.2,0.16,0.11,0.09,0.14,YALA,,,,,,,,,,,,
Basic EPS,,,0.23,0.19,0.13,0.11,0.16,YALA,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,,31185462.0,36225105.0,29470561.0,20461649.0,16762517.0,,YALA,,,,,,,,,,,,
Net Income Common Stockholders,,31185462.0,36225105.0,29470561.0,20461649.0,16762517.0,,YALA,,,,,,,,,,,,
Net Income,,31185462.0,36225105.0,29470561.0,20461649.0,16762517.0,,YALA,,,,,,,,,,,,
Minority Interests,,1533491.0,994099.0,1202160.0,554591.0,198008.0,,YALA,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,,29651971.0,35231006.0,28268401.0,19907058.0,16564509.0,,YALA,,,,,,,,,,,,
Net Income Continuous Operations,,29651971.0,35231006.0,28268401.0,19907058.0,16564509.0,,YALA,,,,,,,,,,,,
Tax Provision,,539276.0,708673.0,821149.0,616358.0,416342.0,,YALA,,,,,,,,,,,,
Pretax Income,,30191247.0,35939679.0,29089550.0,20523416.0,16980851.0,,YALA,,,,,,,,,,,,
Other Income Expense,,271566.0,-2073935.0,529308.0,491889.0,-428306.0,,YALA,,,,,,,,,,,,
Special Income Charges,,0.0,-2509480.0,,0.0,-705428.0,0.0,YALA,,,,,,,,,,,,
Write Off,,0.0,2509480.0,,0.0,705428.0,0.0,YALA,,,,,,,,,,,,
Gain On Sale Of Security,,271566.0,435545.0,529308.0,491889.0,277122.0,,YALA,,,,,,,,,,,,
Net Non Operating Interest Income Expense,,6479095.0,5612861.0,4623275.0,3118289.0,2295844.0,,YALA,,,,,,,,,,,,
Interest Income Non Operating,,6479095.0,5612861.0,4623275.0,3118289.0,2295844.0,,YALA,,,,,,,,,,,,
Operating Income,,23440586.0,32400753.0,23936967.0,16913238.0,15113313.0,,YALA,,,,,,,,,,,,
Operating Expense,,26912986.0,25014381.0,26978581.0,28752898.0,32560993.0,,YALA,,,,,,,,,,,,
Other Operating Expenses,,-154908.0,-228.0,-4560.0,-177659.0,-110258.0,,YALA,,,,,,,,,,,,
Research And Development,,5411303.0,6396426.0,6586078.0,7411188.0,5376318.0,,YALA,,,,,,,,,,,,
Selling General And Administration,,21656591.0,18618183.0,20397063.0,21519369.0,27294933.0,,YALA,,,,,,,,,,,,
Selling And Marketing Expense,,10356555.0,11292732.0,12378490.0,11354975.0,14254031.0,,YALA,,,,,,,,,,,,
General And Administrative Expense,,11300036.0,7325451.0,8018573.0,10164394.0,13040902.0,,YALA,,,,,,,,,,,,
Other Gand A,,11300036.0,7325451.0,8018573.0,10164394.0,13040902.0,,YALA,,,,,,,,,,,,
Salaries And Wages,,,,4257352.0,,,,YALA,,,,,,,,,,,,
Gross Profit,,50353572.0,57415134.0,50915548.0,45666136.0,47674306.0,,YALA,,,,,,,,,,,,
Cost Of Revenue,,30571656.0,27772226.0,28330815.0,27852477.0,27439485.0,,YALA,,,,,,,,,,,,
Total Revenue,,80925228.0,85187360.0,79246363.0,73518613.0,75113791.0,,YALA,,,,,,,,,,,,
Operating Revenue,,80925228.0,85187360.0,79246363.0,73518613.0,75113791.0,,YALA,,,,,,,,,,,,
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,,PRU,,,,,,,,,,,,
Tax Rate For Calcs,0.207914,0.216005,0.23724,0.198068,0.206822,,,PRU,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,1138000000.0,1317000000.0,-802000000.0,511000000.0,1462000000.0,,,PRU,,,,,,,,,,,,
Reconciled Depreciation,397000000.0,-71000000.0,-45000000.0,5000000.0,41000000.0,,,PRU,,,,,,,,,,,,
Normalized Income,1138000000.0,1317000000.0,-802000000.0,511000000.0,1462000000.0,,,PRU,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,1138000000.0,1317000000.0,-802000000.0,511000000.0,1462000000.0,,,PRU,,,,,,,,,,,,
Total Expenses,22172000000.0,13891000000.0,9464000000.0,12877000000.0,15216000000.0,,,PRU,,,,,,,,,,,,
Diluted Average Shares,360500000.0,361000000.0,362600000.0,366100000.0,367700000.0,,,PRU,,,,,,,,,,,,
Basic Average Shares,359000000.0,360300000.0,362600000.0,364800000.0,366500000.0,,,PRU,,,,,,,,,,,,
Diluted EPS,3.12,3.61,-2.23,1.38,3.93,,,PRU,,,,,,,,,,,,
Basic EPS,3.13,3.616431,-2.23,1.38,3.94,,,PRU,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,1123000000.0,1305000000.0,-807000000.0,505000000.0,1444000000.0,,,PRU,,,,,,,,,,,,
Average Dilution Earnings,,0.0,0.0,0.0,,0.0,0.0,PRU,,,,,,,,,,,,
Net Income Common Stockholders,1123000000.0,1305000000.0,-807000000.0,505000000.0,1444000000.0,,,PRU,,,,,,,,,,,,
Otherunder Preferred Stock Dividend,15000000.0,12000000.0,5000000.0,6000000.0,18000000.0,,,PRU,,,,,,,,,,,,
Net Income,1138000000.0,1317000000.0,-802000000.0,511000000.0,1462000000.0,,,PRU,,,,,,,,,,,,
Minority Interests,-13000000.0,-9000000.0,-11000000.0,15000000.0,-15000000.0,,,PRU,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,1151000000.0,1326000000.0,-791000000.0,496000000.0,1477000000.0,,,PRU,,,,,,,,,,,,
Net Income Continuous Operations,1151000000.0,1326000000.0,-791000000.0,496000000.0,1477000000.0,,,PRU,,,,,,,,,,,,
Earnings From Equity Interest Net Of Tax,50000000.0,23000000.0,16000000.0,-2000000.0,12000000.0,,,PRU,,,,,,,,,,,,
Tax Provision,289000000.0,359000000.0,-251000000.0,123000000.0,382000000.0,,,PRU,,,,,,,,,,,,
Pretax Income,1390000000.0,1662000000.0,-1058000000.0,621000000.0,1847000000.0,,,PRU,,,,,,,,,,,,
Other Income Expense,1338000000.0,1805000000.0,197000000.0,1044000000.0,1019000000.0,,,PRU,,,,,,,,,,,,
Other Operating Expenses,53000000.0,158000000.0,90000000.0,-12000000.0,18000000.0,,,PRU,,,,,,,,,,,,
Selling General And Administration,3594000000.0,3538000000.0,3066000000.0,3143000000.0,3204000000.0,,,PRU,,,,,,,,,,,,
General And Administrative Expense,3594000000.0,3538000000.0,3066000000.0,3143000000.0,3204000000.0,,,PRU,,,,,,,,,,,,
Other Gand A,3594000000.0,3538000000.0,3066000000.0,3143000000.0,3204000000.0,,,PRU,,,,,,,,,,,,
Total Revenue,23562000000.0,15553000000.0,8406000000.0,13498000000.0,17063000000.0,,,PRU,,,,,,,,,,,,
Operating Revenue,23562000000.0,15553000000.0,8406000000.0,13498000000.0,17063000000.0,,,PRU,,,,,,,,,,,,
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,,VOYA,,,,,,,,,,,,
Tax Rate For Calcs,0.4,0.21,0.21,0.106,0.21,,,VOYA,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,251000000.0,122000000.0,262000000.0,158000000.0,83000000.0,,,VOYA,,,,,,,,,,,,
EBIT,344000000.0,182000000.0,248000000.0,357000000.0,189000000.0,,,VOYA,,,,,,,,,,,,
Net Interest Income,-57000000.0,-80000000.0,-76000000.0,-94000000.0,-48000000.0,,,VOYA,,,,,,,,,,,,
Interest Expense,57000000.0,80000000.0,76000000.0,94000000.0,48000000.0,,,VOYA,,,,,,,,,,,,
Normalized Income,251000000.0,122000000.0,262000000.0,158000000.0,83000000.0,,,VOYA,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,251000000.0,122000000.0,262000000.0,158000000.0,83000000.0,,,VOYA,,,,,,,,,,,,
Total Expenses,1716000000.0,1688000000.0,1607000000.0,1568000000.0,1672000000.0,,,VOYA,,,,,,,,,,,,
Diluted Average Shares,104500000.0,107000000.0,108400000.0,109800000.0,109600000.0,,,VOYA,,,,,,,,,,,,
Basic Average Shares,102100000.0,104000000.0,105800000.0,103000000.0,97700000.0,,,VOYA,,,,,,,,,,,,
Diluted EPS,2.24,1.1,2.29,1.41,0.63,,,VOYA,,,,,,,,,,,,
Basic EPS,2.29,1.13,2.35,1.5,0.7,,,VOYA,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,234000000.0,118000000.0,248000000.0,154000000.0,69000000.0,,,VOYA,,,,,,,,,,,,
Net Income Common Stockholders,234000000.0,118000000.0,248000000.0,154000000.0,69000000.0,,,VOYA,,,,,,,,,,,,
Preferred Stock Dividends,17000000.0,4000000.0,14000000.0,4000000.0,14000000.0,,,VOYA,,,,,,,,,,,,
Net Income,251000000.0,122000000.0,262000000.0,158000000.0,83000000.0,,,VOYA,,,,,,,,,,,,
Minority Interests,-37000000.0,3000000.0,16000000.0,-77000000.0,-46000000.0,,,VOYA,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,288000000.0,119000000.0,246000000.0,235000000.0,129000000.0,,,VOYA,,,,,,,,,,,,
Net Income Discontinuous Operations,,,,,,0.0,0.0,VOYA,,,,,,,,,,,,
Net Income Continuous Operations,288000000.0,119000000.0,246000000.0,235000000.0,129000000.0,,,VOYA,,,,,,,,,,,,
Tax Provision,-1000000.0,-17000000.0,-74000000.0,28000000.0,12000000.0,,,VOYA,,,,,,,,,,,,
Pretax Income,287000000.0,102000000.0,172000000.0,263000000.0,141000000.0,,,VOYA,,,,,,,,,,,,
Other Income Expense,88000000.0,82000000.0,81000000.0,86000000.0,78000000.0,,,VOYA,,,,,,,,,,,,
Net Non Operating Interest Income Expense,-57000000.0,-80000000.0,-76000000.0,-94000000.0,-48000000.0,,,VOYA,,,,,,,,,,,,
Interest Expense Non Operating,57000000.0,80000000.0,76000000.0,94000000.0,48000000.0,,,VOYA,,,,,,,,,,,,
Other Operating Expenses,800000000.0,776000000.0,719000000.0,775000000.0,836000000.0,,,VOYA,,,,,,,,,,,,
Total Revenue,2003000000.0,1790000000.0,1779000000.0,1831000000.0,1813000000.0,,,VOYA,,,,,,,,,,,,
Operating Revenue,2003000000.0,1790000000.0,1779000000.0,1831000000.0,1813000000.0,,,VOYA,,,,,,,,,,,,
Tax Effect Of Unusual Items,-9360000.0,-2352000.0,-2373000.0,-3675000.0,-219747.89916,,,GDDY,,,,,,,,,,,,
Tax Rate For Calcs,0.4,0.21,0.21,0.21,0.004202,,,GDDY,,,,,,,,,,,,
Normalized EBITDA,245100000.0,241000000.0,223800000.0,187400000.0,194200000.0,,,GDDY,,,,,,,,,,,,
Total Unusual Items,-23400000.0,-11200000.0,-11300000.0,-17500000.0,-52300000.0,,,GDDY,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,-23400000.0,-11200000.0,-11300000.0,-17500000.0,-52300000.0,,,GDDY,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,401500000.0,1113900000.0,130700000.0,82900000.0,47300000.0,,,GDDY,,,,,,,,,,,,
Reconciled Depreciation,37200000.0,38700000.0,40600000.0,43500000.0,48500000.0,,,GDDY,,,,,,,,,,,,
Reconciled Cost Of Revenue,414500000.0,402200000.0,396900000.0,388400000.0,386100000.0,,,GDDY,,,,,,,,,,,,
EBITDA,221700000.0,229800000.0,212500000.0,169900000.0,141900000.0,,,GDDY,,,,,,,,,,,,
EBIT,184500000.0,191100000.0,171900000.0,126400000.0,93400000.0,,,GDDY,,,,,,,,,,,,
Net Interest Income,-41300000.0,-43600000.0,-44000000.0,-45600000.0,-45800000.0,,,GDDY,,,,,,,,,,,,
Interest Expense,41300000.0,43600000.0,44000000.0,45600000.0,45800000.0,,,GDDY,,,,,,,,,,,,
Normalized Income,415540000.0,1122748000.0,139627000.0,96725000.0,99380252.10084,,,GDDY,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,401500000.0,1113900000.0,130700000.0,82900000.0,47300000.0,,,GDDY,,,,,,,,,,,,
Total Expenses,910200000.0,899200000.0,892800000.0,911000000.0,912900000.0,,,GDDY,,,,,,,,,,,,
Total Operating Income As Reported,175900000.0,189900000.0,167100000.0,119600000.0,70800000.0,,,GDDY,,,,,,,,,,,,
Diluted Average Shares,145676000.0,144253000.0,147291000.0,154064000.0,156644000.0,,,GDDY,,,,,,,,,,,,
Basic Average Shares,142528000.0,141418000.0,145484000.0,152328000.0,154124000.0,,,GDDY,,,,,,,,,,,,
