metric,2024-03-31 00:00:00,2023-12-31 00:00:00,2023-09-30 00:00:00,2023-06-30 00:00:00,2023-03-31 00:00:00,2022-12-31 00:00:00,2022-09-30 00:00:00,stock,2024-02-29 00:00:00,2023-11-30 00:00:00,2023-08-31 00:00:00,2023-05-31 00:00:00,2023-02-28 00:00:00,2022-11-30 00:00:00,2022-08-31 00:00:00,2024-01-31 00:00:00,2023-10-31 00:00:00,2023-07-31 00:00:00,2023-04-30 00:00:00,2023-01-31 00:00:00,2022-10-31 00:00:00
Net Income From Continuing Operations,108230714.0,116944196.0,104725412.0,109155403.0,97578261.0,,,GNTX,,,,,,,,,,,,,
Free Cash Flow,-68900000.0,135100000.0,106300000.0,101900000.0,-11200000.0,,,TEX,,,,,,,,,,,,,
Repurchase Of Capital Stock,-2900000.0,-27100000.0,-300000.0,-32100000.0,-3300000.0,,,TEX,,,,,,,,,,,,,
Repayment Of Debt,-28000000.0,-143100000.0,-28600000.0,-111100000.0,-118700000.0,,,TEX,,,,,,,,,,,,,
Issuance Of Debt,127200000.0,55000000.0,100000.0,68900000.0,118800000.0,,,TEX,,,,,,,,,,,,,
Capital Expenditure,-35000000.0,-55600000.0,-32500000.0,-18800000.0,-20300000.0,,,TEX,,,,,,,,,,,,,
End Cash Position,364900000.0,370700000.0,352300000.0,297700000.0,254200000.0,,,TEX,,,,,,,,,,,,,
Beginning Cash Position,370700000.0,352300000.0,297700000.0,254200000.0,304100000.0,,,TEX,,,,,,,,,,,,,
Effect Of Exchange Rate Changes,-7300000.0,15900000.0,-10200000.0,1400000.0,2400000.0,,,TEX,,,,,,,,,,,,,
Changes In Cash,1500000.0,2500000.0,64800000.0,42100000.0,-52300000.0,,,TEX,,,,,,,,,,,,,
Financing Cash Flow,71200000.0,-127200000.0,-41600000.0,-87300000.0,-31700000.0,,,TEX,,,,,,,,,,,,,
Cash Flow From Continuing Financing Activities,71200000.0,-127200000.0,-41600000.0,-87300000.0,-31700000.0,,,TEX,,,,,,,,,,,,,
Net Other Financing Charges,-13700000.0,-600000.0,-1300000.0,-2900000.0,-18300000.0,,,TEX,,,,,,,,,,,,,
Cash Dividends Paid,-11400000.0,-11400000.0,-11500000.0,-10100000.0,-10200000.0,,,TEX,,,,,,,,,,,,,
Common Stock Dividend Paid,-11400000.0,-11400000.0,-11500000.0,-10100000.0,-10200000.0,,,TEX,,,,,,,,,,,,,
Net Common Stock Issuance,-2900000.0,-27100000.0,-300000.0,-32100000.0,-3300000.0,,,TEX,,,,,,,,,,,,,
Common Stock Payments,-2900000.0,-27100000.0,-300000.0,-32100000.0,-3300000.0,,,TEX,,,,,,,,,,,,,
Net Issuance Payments Of Debt,99200000.0,-88100000.0,-28500000.0,-42200000.0,100000.0,,,TEX,,,,,,,,,,,,,
Net Long Term Debt Issuance,99200000.0,-88100000.0,-28500000.0,-42200000.0,100000.0,,,TEX,,,,,,,,,,,,,
Long Term Debt Payments,-28000000.0,-143100000.0,-28600000.0,-111100000.0,-118700000.0,,,TEX,,,,,,,,,,,,,
Long Term Debt Issuance,127200000.0,55000000.0,100000.0,68900000.0,118800000.0,,,TEX,,,,,,,,,,,,,
Investing Cash Flow,-35800000.0,-61000000.0,-32400000.0,8700000.0,-29700000.0,,,TEX,,,,,,,,,,,,,
Cash Flow From Continuing Investing Activities,-35800000.0,-61000000.0,-32400000.0,8700000.0,-29700000.0,,,TEX,,,,,,,,,,,,,
Net Other Investing Changes,1000000.0,2600000.0,0.0,-200000.0,600000.0,,,TEX,,,,,,,,,,,,,
Net Business Purchase And Sale,-1800000.0,-8000000.0,0.0,-5800000.0,-10000000.0,,,TEX,,,,,,,,,,,,,
Purchase Of Business,-1800000.0,-8000000.0,0.0,-5800000.0,-10000000.0,,,TEX,,,,,,,,,,,,,
Net PPE Purchase And Sale,,0.0,100000.0,,,,-100000.0,TEX,,,,,,,,,,,,,
Sale Of PPE,,0.0,100000.0,,,,-100000.0,TEX,,,,,,,,,,,,,
Capital Expenditure Reported,-35000000.0,-55600000.0,-32500000.0,-18800000.0,-20300000.0,,,TEX,,,,,,,,,,,,,
Operating Cash Flow,-33900000.0,190700000.0,138800000.0,120700000.0,9100000.0,,,TEX,,,,,,,,,,,,,
Cash Flow From Continuing Operating Activities,-33900000.0,190700000.0,138800000.0,120700000.0,9100000.0,,,TEX,,,,,,,,,,,,,
Change In Working Capital,-184500000.0,59700000.0,6000000.0,-60500000.0,-134000000.0,,,TEX,,,,,,,,,,,,,
Change In Other Working Capital,-4400000.0,-19600000.0,13900000.0,25300000.0,-17300000.0,,,TEX,,,,,,,,,,,,,
Change In Payables And Accrued Expense,19400000.0,-2400000.0,-7600000.0,6100000.0,61400000.0,,,TEX,,,,,,,,,,,,,
Change In Payable,19400000.0,-2400000.0,-7600000.0,6100000.0,61400000.0,,,TEX,,,,,,,,,,,,,
Change In Account Payable,19400000.0,-2400000.0,-7600000.0,6100000.0,61400000.0,,,TEX,,,,,,,,,,,,,
Change In Inventory,-54900000.0,-31800000.0,-26600000.0,-42400000.0,-98800000.0,,,TEX,,,,,,,,,,,,,
Change In Receivables,-144600000.0,113500000.0,26300000.0,-49500000.0,-79300000.0,,,TEX,,,,,,,,,,,,,
Changes In Account Receivables,,,,,-79300000.0,1700000.0,12400000.0,TEX,,,,,,,,,,,,,
Other Non Cash Items,17200000.0,5300000.0,-7200000.0,-500000.0,10600000.0,,,TEX,,,,,,,,,,,,,
Stock Based Compensation,10000000.0,17800000.0,8500000.0,9500000.0,7800000.0,,,TEX,,,,,,,,,,,,,
Depreciation Amortization Depletion,14900000.0,19100000.0,12400000.0,12800000.0,12100000.0,,,TEX,,,,,,,,,,,,,
Depreciation And Amortization,14900000.0,19100000.0,12400000.0,12800000.0,12100000.0,,,TEX,,,,,,,,,,,,,
Operating Gains Losses,,,,,,,0.0,TEX,,,,,,,,,,,,,
Net Income From Continuing Operations,108500000.0,126900000.0,119100000.0,159400000.0,112600000.0,,,TEX,,,,,,,,,,,,,
Free Cash Flow,-21000000.0,421000000.0,534000000.0,313000000.0,-278000000.0,,,APTV,,,,,,,,,,,,,
Repurchase Of Capital Stock,-600000000.0,-300000000.0,0.0,-30000000.0,-68000000.0,,,APTV,,,,,,,,,,,,,
Repayment Of Debt,-6000000.0,-302000000.0,-20000000.0,-2000000.0,-8000000.0,,,APTV,,,,,,,,,,,,,
Issuance Of Debt,,0.0,0.0,0.0,0.0,0.0,,APTV,,,,,,,,,,,,,
Capital Expenditure,-265000000.0,-203000000.0,-212000000.0,-222000000.0,-269000000.0,,,APTV,,,,,,,,,,,,,
End Cash Position,941000000.0,1640000000.0,1808000000.0,1302000000.0,1117000000.0,,,APTV,,,,,,,,,,,,,
Beginning Cash Position,1640000000.0,1808000000.0,1302000000.0,1117000000.0,1555000000.0,,,APTV,,,,,,,,,,,,,
Effect Of Exchange Rate Changes,-12000000.0,21000000.0,-15000000.0,-10000000.0,2000000.0,,,APTV,,,,,,,,,,,,,
Changes In Cash,-687000000.0,-189000000.0,521000000.0,195000000.0,-440000000.0,,,APTV,,,,,,,,,,,,,
Financing Cash Flow,-626000000.0,-606000000.0,-20000000.0,-59000000.0,-122000000.0,,,APTV,,,,,,,,,,,,,
Cash Flow From Continuing Financing Activities,-626000000.0,-606000000.0,-20000000.0,-59000000.0,-122000000.0,,,APTV,,,,,,,,,,,,,
Net Other Financing Charges,-20000000.0,-4000000.0,0.0,-11000000.0,-30000000.0,,,APTV,,,,,,,,,,,,,
Cash Dividends Paid,0.0,0.0,0.0,-16000000.0,-16000000.0,,,APTV,,,,,,,,,,,,,
Preferred Stock Dividend Paid,0.0,0.0,0.0,-16000000.0,-16000000.0,,,APTV,,,,,,,,,,,,,
Net Common Stock Issuance,-600000000.0,-300000000.0,0.0,-30000000.0,-68000000.0,,,APTV,,,,,,,,,,,,,
Common Stock Payments,-600000000.0,-300000000.0,0.0,-30000000.0,-68000000.0,,,APTV,,,,,,,,,,,,,
Net Issuance Payments Of Debt,-6000000.0,-302000000.0,-20000000.0,-2000000.0,-8000000.0,,,APTV,,,,,,,,,,,,,
Net Short Term Debt Issuance,-6000000.0,-1000000.0,-14000000.0,-2000000.0,-6000000.0,,,APTV,,,,,,,,,,,,,
Short Term Debt Payments,-6000000.0,-1000000.0,-14000000.0,-2000000.0,-6000000.0,,,APTV,,,,,,,,,,,,,
Net Long Term Debt Issuance,0.0,-301000000.0,-6000000.0,0.0,-2000000.0,,,APTV,,,,,,,,,,,,,
Long Term Debt Payments,0.0,-301000000.0,-6000000.0,0.0,-2000000.0,,,APTV,,,,,,,,,,,,,
Long Term Debt Issuance,,0.0,0.0,0.0,0.0,0.0,,APTV,,,,,,,,,,,,,
Investing Cash Flow,-305000000.0,-207000000.0,-205000000.0,-281000000.0,-309000000.0,,,APTV,,,,,,,,,,,,,
Cash Flow From Continuing Investing Activities,-305000000.0,-207000000.0,-205000000.0,-281000000.0,-309000000.0,,,APTV,,,,,,,,,,,,,
Net Investment Purchase And Sale,-40000000.0,-5000000.0,7000000.0,0.0,-2000000.0,,,APTV,,,,,,,,,,,,,
Sale Of Investment,,0.0,6000000.0,0.0,0.0,-2000000.0,,APTV,,,,,,,,,,,,,
Purchase Of Investment,-40000000.0,-5000000.0,1000000.0,0.0,-2000000.0,,,APTV,,,,,,,,,,,,,
Net Business Purchase And Sale,0.0,0.0,0.0,-62000000.0,-38000000.0,,,APTV,,,,,,,,,,,,,
Purchase Of Business,0.0,0.0,0.0,-62000000.0,-38000000.0,,,APTV,,,,,,,,,,,,,
Net PPE Purchase And Sale,,1000000.0,0.0,3000000.0,0.0,1000000.0,,APTV,,,,,,,,,,,,,
Sale Of PPE,,1000000.0,0.0,3000000.0,0.0,1000000.0,,APTV,,,,,,,,,,,,,
Capital Expenditure Reported,-265000000.0,-203000000.0,-212000000.0,-222000000.0,-269000000.0,,,APTV,,,,,,,,,,,,,
Operating Cash Flow,244000000.0,624000000.0,746000000.0,535000000.0,-9000000.0,,,APTV,,,,,,,,,,,,,
Cash Flow From Continuing Operating Activities,244000000.0,624000000.0,746000000.0,535000000.0,-9000000.0,,,APTV,,,,,,,,,,,,,
Change In Working Capital,-317000000.0,31000000.0,158000000.0,-67000000.0,-465000000.0,,,APTV,,,,,,,,,,,,,
Change In Other Working Capital,2000000.0,-38000000.0,19000000.0,-25000000.0,16000000.0,,,APTV,,,,,,,,,,,,,
Change In Other Current Assets,1000000.0,-111000000.0,9000000.0,-67000000.0,-18000000.0,,,APTV,,,,,,,,,,,,,
Change In Payables And Accrued Expense,-208000000.0,12000000.0,100000000.0,80000000.0,-188000000.0,,,APTV,,,,,,,,,,,,,
Change In Accrued Expense,-29000000.0,7000000.0,58000000.0,50000000.0,-115000000.0,,,APTV,,,,,,,,,,,,,
Change In Payable,-179000000.0,5000000.0,42000000.0,30000000.0,-73000000.0,,,APTV,,,,,,,,,,,,,
Change In Account Payable,-179000000.0,5000000.0,42000000.0,30000000.0,-73000000.0,,,APTV,,,,,,,,,,,,,
Change In Inventory,-6000000.0,67000000.0,-52000000.0,109000000.0,-144000000.0,,,APTV,,,,,,,,,,,,,
Change In Receivables,-106000000.0,101000000.0,82000000.0,-164000000.0,-131000000.0,,,APTV,,,,,,,,,,,,,
Changes In Account Receivables,-106000000.0,101000000.0,82000000.0,-164000000.0,-131000000.0,,,APTV,,,,,,,,,,,,,
Other Non Cash Items,-41000000.0,68000000.0,0.0,21000000.0,-30000000.0,,,APTV,,,,,,,,,,,,,
Stock Based Compensation,27000000.0,33000000.0,31000000.0,32000000.0,19000000.0,,,APTV,,,,,,,,,,,,,
Deferred Tax,32000000.0,-756000000.0,-1391000000.0,-10000000.0,-7000000.0,,,APTV,,,,,,,,,,,,,
Deferred Income Tax,32000000.0,-756000000.0,-1391000000.0,-10000000.0,-7000000.0,,,APTV,,,,,,,,,,,,,
Depreciation Amortization Depletion,230000000.0,246000000.0,226000000.0,224000000.0,216000000.0,,,APTV,,,,,,,,,,,,,
Depreciation And Amortization,230000000.0,246000000.0,226000000.0,224000000.0,216000000.0,,,APTV,,,,,,,,,,,,,
Amortization Cash Flow,54000000.0,56000000.0,59000000.0,59000000.0,59000000.0,,,APTV,,,,,,,,,,,,,
Amortization Of Intangibles,54000000.0,56000000.0,59000000.0,59000000.0,59000000.0,,,APTV,,,,,,,,,,,,,
Depreciation,176000000.0,190000000.0,167000000.0,165000000.0,157000000.0,,,APTV,,,,,,,,,,,,,
Operating Gains Losses,89000000.0,83000000.0,85000000.0,89000000.0,94000000.0,,,APTV,,,,,,,,,,,,,
Pension And Employee Benefit Expense,12000000.0,10000000.0,12000000.0,11000000.0,11000000.0,,,APTV,,,,,,,,,,,,,
Earnings Losses From Equity Investments,76000000.0,72000000.0,72000000.0,78000000.0,82000000.0,,,APTV,,,,,,,,,,,,,
Net Income From Continuing Operations,224000000.0,919000000.0,1637000000.0,246000000.0,164000000.0,,,APTV,,,,,,,,,,,,,
Free Cash Flow,40237000.0,19549000.0,21085000.0,5018000.0,-41779000.0,,,PUMP,,,,,,,,,,,,,
Repurchase Of Capital Stock,-22508000.0,-15480000.0,-18788000.0,-17470000.0,0.0,,,PUMP,,,,,,,,,,,,,
Repayment Of Debt,-4154000.0,-3774000.0,,,0.0,,,PUMP,,,,,,,,,,,,,
Issuance Of Debt,,0.0,0.0,,,,0.0,PUMP,,,,,,,,,,,,,
Capital Expenditure,-34585000.0,-50122000.0,-96972000.0,-108936000.0,-114839000.0,,,PUMP,,,,,,,,,,,,,
End Cash Position,46458000.0,33354000.0,54330000.0,62113000.0,44793000.0,,,PUMP,,,,,,,,,,,,,
Beginning Cash Position,33354000.0,54330000.0,62113000.0,44793000.0,88862000.0,,,PUMP,,,,,,,,,,,,,
Changes In Cash,13104000.0,-20976000.0,-7783000.0,17320000.0,-44069000.0,,,PUMP,,,,,,,,,,,,,
Financing Cash Flow,-27871000.0,-19291000.0,-34800000.0,11347000.0,-3379000.0,,,PUMP,,,,,,,,,,,,,
Cash Flow From Continuing Financing Activities,-27871000.0,-19291000.0,-34800000.0,11347000.0,-3379000.0,,,PUMP,,,,,,,,,,,,,
Net Other Financing Charges,-1209000.0,-37000.0,-123000.0,-1183000.0,-3379000.0,,,PUMP,,,,,,,,,,,,,
Proceeds From Stock Option Exercised,,0.0,0.0,0.0,0.0,0.0,,PUMP,,,,,,,,,,,,,
Net Common Stock Issuance,-22508000.0,-15480000.0,-18788000.0,-17470000.0,0.0,,,PUMP,,,,,,,,,,,,,
Common Stock Payments,-22508000.0,-15480000.0,-18788000.0,-17470000.0,0.0,,,PUMP,,,,,,,,,,,,,
Net Issuance Payments Of Debt,-4154000.0,-3774000.0,-15889000.0,30000000.0,0.0,,,PUMP,,,,,,,,,,,,,
Net Long Term Debt Issuance,-4154000.0,-3774000.0,-15889000.0,30000000.0,0.0,,,PUMP,,,,,,,,,,,,,
Long Term Debt Payments,-4154000.0,-3774000.0,,,0.0,,,PUMP,,,,,,,,,,,,,
Long Term Debt Issuance,,0.0,0.0,,,,0.0,PUMP,,,,,,,,,,,,,
Investing Cash Flow,-33847000.0,-71356000.0,-91040000.0,-107981000.0,-113750000.0,,,PUMP,,,,,,,,,,,,,
Cash Flow From Continuing Investing Activities,-33847000.0,-71356000.0,-91040000.0,-107981000.0,-113750000.0,,,PUMP,,,,,,,,,,,,,
Net Other Investing Changes,738000.0,981000.0,5932000.0,955000.0,1089000.0,,,PUMP,,,,,,,,,,,,,
Capital Expenditure Reported,-34585000.0,-50122000.0,-96972000.0,-108936000.0,-114839000.0,,,PUMP,,,,,,,,,,,,,
Operating Cash Flow,74822000.0,69671000.0,118057000.0,113954000.0,73060000.0,,,PUMP,,,,,,,,,,,,,
Cash Flow From Continuing Operating Activities,74822000.0,69671000.0,118057000.0,113954000.0,73060000.0,,,PUMP,,,,,,,,,,,,,
Change In Working Capital,-16164000.0,16251000.0,13720000.0,3767000.0,-43752000.0,,,PUMP,,,,,,,,,,,,,
Change In Other Current Assets,430000.0,1753000.0,-1601000.0,-515000.0,-468000.0,,,PUMP,,,,,,,,,,,,,
Change In Payables And Accrued Expense,20315000.0,-10561000.0,22834000.0,-34717000.0,37829000.0,,,PUMP,,,,,,,,,,,,,
Change In Accrued Expense,-876000.0,10452000.0,10090000.0,-1734000.0,8006000.0,,,PUMP,,,,,,,,,,,,,
Change In Interest Payable,,25000.0,-145000.0,475000.0,28000.0,,0.0,PUMP,,,,,,,,,,,,,
Change In Payable,21191000.0,-21013000.0,12744000.0,-32983000.0,29823000.0,,,PUMP,,,,,,,,,,,,,
Change In Account Payable,21191000.0,-21013000.0,12744000.0,-32983000.0,29823000.0,,,PUMP,,,,,,,,,,,,,
Change In Prepaid Assets,1530000.0,-5868000.0,-131000.0,404000.0,-548000.0,,,PUMP,,,,,,,,,,,,,
Change In Inventory,-1742000.0,-1497000.0,2272000.0,-426000.0,-6366000.0,,,PUMP,,,,,,,,,,,,,
Change In Receivables,-36697000.0,32424000.0,-9654000.0,39021000.0,-74199000.0,,,PUMP,,,,,,,,,,,,,
Changes In Account Receivables,-36697000.0,32424000.0,-9654000.0,39021000.0,-74199000.0,,,PUMP,,,,,,,,,,,,,
Other Non Cash Items,108000.0,109000.0,110000.0,76000.0,64000.0,,,PUMP,,,,,,,,,,,,,
Stock Based Compensation,3742000.0,3846000.0,3310000.0,3758000.0,3536000.0,,,PUMP,,,,,,,,,,,,,
Unrealized Gain Loss On Investment Securities,602000.0,418000.0,-1726000.0,52000.0,3794000.0,,,PUMP,,,,,,,,,,,,,
Provisionand Write Offof Assets,,,,,,202000.0,0.0,PUMP,,,,,,,,,,,,,
Asset Impairment Charge,,0.0,0.0,,,0.0,0.0,PUMP,,,,,,,,,,,,,
Deferred Tax,7940000.0,-913000.0,9856000.0,11090000.0,7807000.0,,,PUMP,,,,,,,,,,,,,
Deferred Income Tax,7940000.0,-913000.0,9856000.0,11090000.0,7807000.0,,,PUMP,,,,,,,,,,,,,
Depreciation Amortization Depletion,52206000.0,23430000.0,53769000.0,65416000.0,38271000.0,,,PUMP,,,,,,,,,,,,,
Depreciation And Amortization,52206000.0,23430000.0,53769000.0,65416000.0,38271000.0,,,PUMP,,,,,,,,,,,,,
Operating Gains Losses,6458000.0,43605000.0,4265000.0,-9462000.0,34607000.0,,,PUMP,,,,,,,,,,,,,
Net Income From Continuing Operations,19930000.0,-17109000.0,34753000.0,39257000.0,28733000.0,,,PUMP,,,,,,,,,,,,,
Free Cash Flow,5221000000.0,1103000000.0,2840000000.0,1224000000.0,1343000000.0,,,PRU,,,,,,,,,,,,,
Repurchase Of Capital Stock,-242000000.0,-258000000.0,-250000000.0,-253000000.0,-251000000.0,,,PRU,,,,,,,,,,,,,
Repayment Of Debt,-540000000.0,-331000000.0,-365000000.0,-1577000000.0,-45000000.0,,,PRU,,,,,,,,,,,,,
Issuance Of Debt,1178000000.0,930000000.0,584000000.0,8000000.0,554000000.0,,,PRU,,,,,,,,,,,,,
End Cash Position,18756000000.0,19463000000.0,16929000000.0,14694000000.0,17473000000.0,,,PRU,,,,,,,,,,,,,
Beginning Cash Position,19463000000.0,16929000000.0,14694000000.0,17473000000.0,17299000000.0,,,PRU,,,,,,,,,,,,,
Effect Of Exchange Rate Changes,-227000000.0,257000000.0,-77000000.0,-148000000.0,5000000.0,,,PRU,,,,,,,,,,,,,
Changes In Cash,-480000000.0,2277000000.0,2312000000.0,-2631000000.0,169000000.0,,,PRU,,,,,,,,,,,,,
Other Cash Adjustment Inside Changein Cash,,0.0,0.0,0.0,0.0,0.0,,PRU,,,,,,,,,,,,,
Financing Cash Flow,4543000000.0,4272000000.0,2353000000.0,-1015000000.0,2129000000.0,,,PRU,,,,,,,,,,,,,
Cash Flow From Continuing Financing Activities,4543000000.0,4272000000.0,2353000000.0,-1015000000.0,2129000000.0,,,PRU,,,,,,,,,,,,,
Net Other Financing Charges,4086000000.0,3345000000.0,2585000000.0,2554000000.0,2375000000.0,,,PRU,,,,,,,,,,,,,
Proceeds From Stock Option Exercised,47000000.0,35000000.0,28000000.0,35000000.0,28000000.0,,,PRU,,,,,,,,,,,,,
Cash Dividends Paid,-483000000.0,-455000000.0,-458000000.0,-460000000.0,-473000000.0,,,PRU,,,,,,,,,,,,,
Common Stock Dividend Paid,-483000000.0,-455000000.0,-458000000.0,-460000000.0,-473000000.0,,,PRU,,,,,,,,,,,,,
Net Common Stock Issuance,-242000000.0,-258000000.0,-250000000.0,-253000000.0,-251000000.0,,,PRU,,,,,,,,,,,,,
Common Stock Payments,-242000000.0,-258000000.0,-250000000.0,-253000000.0,-251000000.0,,,PRU,,,,,,,,,,,,,
Net Issuance Payments Of Debt,127000000.0,686000000.0,139000000.0,-1604000000.0,547000000.0,,,PRU,,,,,,,,,,,,,
Net Short Term Debt Issuance,-511000000.0,87000000.0,-80000000.0,-35000000.0,38000000.0,,,PRU,,,,,,,,,,,,,
Net Long Term Debt Issuance,638000000.0,599000000.0,219000000.0,-1569000000.0,509000000.0,,,PRU,,,,,,,,,,,,,
Long Term Debt Payments,-540000000.0,-331000000.0,-365000000.0,-1577000000.0,-45000000.0,,,PRU,,,,,,,,,,,,,
Long Term Debt Issuance,1178000000.0,930000000.0,584000000.0,8000000.0,554000000.0,,,PRU,,,,,,,,,,,,,
Investing Cash Flow,-10244000000.0,-3098000000.0,-2881000000.0,-2840000000.0,-3303000000.0,,,PRU,,,,,,,,,,,,,
Cash Flow From Continuing Investing Activities,-10244000000.0,-3098000000.0,-2881000000.0,-2840000000.0,-3303000000.0,,,PRU,,,,,,,,,,,,,
Net Other Investing Changes,-60000000.0,-396000000.0,-150000000.0,-62000000.0,-68000000.0,,,PRU,,,,,,,,,,,,,
Net Investment Purchase And Sale,-10072000000.0,-1638000000.0,-2355000000.0,-1899000000.0,-3442000000.0,,,PRU,,,,,,,,,,,,,
Sale Of Investment,22439000000.0,22705000000.0,22911000000.0,21284000000.0,19356000000.0,,,PRU,,,,,,,,,,,,,
Purchase Of Investment,-32511000000.0,-24343000000.0,-25266000000.0,-23183000000.0,-22798000000.0,,,PRU,,,,,,,,,,,,,
Net Business Purchase And Sale,,0.0,0.0,,,0.0,0.0,PRU,,,,,,,,,,,,,
Sale Of Business,,0.0,0.0,,,0.0,0.0,PRU,,,,,,,,,,,,,
Operating Cash Flow,5221000000.0,1103000000.0,2840000000.0,1224000000.0,1343000000.0,,,PRU,,,,,,,,,,,,,
Cash Flow From Continuing Operating Activities,5221000000.0,1103000000.0,2840000000.0,1224000000.0,1343000000.0,,,PRU,,,,,,,,,,,,,
Change In Working Capital,3132000000.0,-949000000.0,708000000.0,-527000000.0,-190000000.0,,,PRU,,,,,,,,,,,,,
Change In Other Working Capital,-770000000.0,-1440000000.0,-1068000000.0,-1197000000.0,-1873000000.0,,,PRU,,,,,,,,,,,,,
Other Non Cash Items,-571000000.0,-560000000.0,-553000000.0,-533000000.0,-540000000.0,,,PRU,,,,,,,,,,,,,
Depreciation And Amortization,397000000.0,-71000000.0,-45000000.0,5000000.0,41000000.0,,,PRU,,,,,,,,,,,,,
Operating Gains Losses,-281000000.0,458000000.0,426000000.0,-13000000.0,7000000.0,,,PRU,,,,,,,,,,,,,
Earnings Losses From Equity Investments,-19000000.0,-93000000.0,4000000.0,1000000.0,16000000.0,,,PRU,,,,,,,,,,,,,
Gain Loss On Investment Securities,-262000000.0,551000000.0,422000000.0,-14000000.0,-9000000.0,,,PRU,,,,,,,,,,,,,
Net Income From Continuing Operations,1151000000.0,1326000000.0,-791000000.0,496000000.0,1477000000.0,,,PRU,,,,,,,,,,,,,
Free Cash Flow,231000000.0,364000000.0,403000000.0,715000000.0,156000000.0,,,VOYA,,,,,,,,,,,,,
Repurchase Of Capital Stock,-172000000.0,-157000000.0,-50000000.0,-162000000.0,0.0,,,VOYA,,,,,,,,,,,,,
Repayment Of Debt,-52000000.0,-301000000.0,-224000000.0,-659000000.0,-44000000.0,,,VOYA,,,,,,,,,,,,,
Issuance Of Debt,73000000.0,255000000.0,6000000.0,511000000.0,103000000.0,,,VOYA,,,,,,,,,,,,,
Issuance Of Capital Stock,3000000.0,0.0,0.0,0.0,0.0,,,VOYA,,,,,,,,,,,,,
End Cash Position,1176000000.0,1118000000.0,917000000.0,1349000000.0,824000000.0,,,VOYA,,,,,,,,,,,,,
Beginning Cash Position,1118000000.0,917000000.0,1349000000.0,824000000.0,1007000000.0,,,VOYA,,,,,,,,,,,,,
Changes In Cash,58000000.0,201000000.0,-432000000.0,525000000.0,-183000000.0,,,VOYA,,,,,,,,,,,,,
Financing Cash Flow,-1255000000.0,-996000000.0,-1265000000.0,-987000000.0,-811000000.0,,,VOYA,,,,,,,,,,,,,
Cash Flow From Continuing Financing Activities,-1255000000.0,-996000000.0,-1265000000.0,-987000000.0,-811000000.0,,,VOYA,,,,,,,,,,,,,
Net Other Financing Charges,-1049000000.0,-747000000.0,-941000000.0,-650000000.0,-836000000.0,,,VOYA,,,,,,,,,,,,,
Cash Dividends Paid,-58000000.0,-46000000.0,-56000000.0,-27000000.0,-34000000.0,,,VOYA,,,,,,,,,,,,,
Preferred Stock Dividend Paid,-17000000.0,-4000000.0,-14000000.0,-4000000.0,-14000000.0,,,VOYA,,,,,,,,,,,,,
Common Stock Dividend Paid,-41000000.0,-42000000.0,-42000000.0,-23000000.0,-20000000.0,,,VOYA,,,,,,,,,,,,,
Net Common Stock Issuance,-169000000.0,-157000000.0,-50000000.0,-162000000.0,0.0,,,VOYA,,,,,,,,,,,,,
Common Stock Payments,-172000000.0,-157000000.0,-50000000.0,-162000000.0,0.0,,,VOYA,,,,,,,,,,,,,
Common Stock Issuance,3000000.0,0.0,0.0,0.0,0.0,,,VOYA,,,,,,,,,,,,,
Net Issuance Payments Of Debt,21000000.0,-46000000.0,-218000000.0,-148000000.0,59000000.0,,,VOYA,,,,,,,,,,,,,
Net Long Term Debt Issuance,21000000.0,-46000000.0,-218000000.0,-148000000.0,59000000.0,,,VOYA,,,,,,,,,,,,,
Long Term Debt Payments,-52000000.0,-301000000.0,-224000000.0,-659000000.0,-44000000.0,,,VOYA,,,,,,,,,,,,,
Long Term Debt Issuance,73000000.0,255000000.0,6000000.0,511000000.0,103000000.0,,,VOYA,,,,,,,,,,,,,
Investing Cash Flow,1082000000.0,833000000.0,430000000.0,797000000.0,472000000.0,,,VOYA,,,,,,,,,,,,,
Cash From Discontinued Investing Activities,,,,,,0.0,0.0,VOYA,,,,,,,,,,,,,
Cash Flow From Continuing Investing Activities,1082000000.0,833000000.0,430000000.0,797000000.0,472000000.0,,,VOYA,,,,,,,,,,,,,
Net Other Investing Changes,155000000.0,-157000000.0,129000000.0,,,-113000000.0,135000000.0,VOYA,,,,,,,,,,,,,
Net Investment Purchase And Sale,875000000.0,834000000.0,323000000.0,706000000.0,1014000000.0,,,VOYA,,,,,,,,,,,,,
Sale Of Investment,1382000000.0,1621000000.0,1007000000.0,2384000000.0,2332000000.0,,,VOYA,,,,,,,,,,,,,
Purchase Of Investment,-507000000.0,-787000000.0,-684000000.0,-1678000000.0,-1318000000.0,,,VOYA,,,,,,,,,,,,,
Net Business Purchase And Sale,-47000000.0,35000000.0,-14000000.0,-64000000.0,-641000000.0,,,VOYA,,,,,,,,,,,,,
Sale Of Business,345000000.0,656000000.0,245000000.0,294000000.0,237000000.0,,,VOYA,,,,,,,,,,,,,
Purchase Of Business,-392000000.0,-621000000.0,-259000000.0,-358000000.0,-878000000.0,,,VOYA,,,,,,,,,,,,,
Operating Cash Flow,231000000.0,364000000.0,403000000.0,715000000.0,156000000.0,,,VOYA,,,,,,,,,,,,,
Cash From Discontinued Operating Activities,,,,,,0.0,0.0,VOYA,,,,,,,,,,,,,
