metric,2023-12-31 00:00:00,2022-12-31 00:00:00,2021-12-31 00:00:00,2020-12-31 00:00:00,2019-12-31 00:00:00,stock,2023-05-31 00:00:00,2022-05-31 00:00:00,2021-05-31 00:00:00,2020-05-31 00:00:00,2024-01-31 00:00:00,2023-01-31 00:00:00,2022-01-31 00:00:00,2021-01-31 00:00:00,2020-01-31 00:00:00,2024-03-31 00:00:00,2023-03-31 00:00:00,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,2023-06-30 00:00:00,2022-06-30 00:00:00,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,2023-09-30 00:00:00,2022-09-30 00:00:00,2021-09-30 00:00:00,2020-09-30 00:00:00
Diluted Average Shares,,,,,,MUFG,,,,,,,,,,,12349253401.0,12843157297.0,12896564315.0,12976683047.0,,,,,,,,,
Basic Average Shares,,,,,,MUFG,,,,,,,,,,,12305714018.0,12785341295.0,12843564013.0,12897317000.0,,,,,,,,,
Diluted EPS,,,,,,MUFG,,,,,,,,,,,90.41,88.05,60.25,40.7,,,,,,,,,
Basic EPS,,,,,,MUFG,,,,,,,,,,,90.73,88.44,60.5,40.95,,,,,,,,,
Diluted NI Availto Com Stockholders,,,,,,MUFG,,,,,,,,,,1486974000000.0,1116496000000.0,1130840000000.0,777018000000.0,,,,,,,,,,
Average Dilution Earnings,,,,,,MUFG,,,,,,,,,,-3807000000.0,,,-4159000000.0,-2861000000.0,,,,,,,,,
Net Income Common Stockholders,,,,,,MUFG,,,,,,,,,,1490781000000.0,1116496000000.0,1130840000000.0,777018000000.0,,,,,,,,,,
Net Income,,,,,,MUFG,,,,,,,,,,1490781000000.0,1116496000000.0,1130840000000.0,777018000000.0,,,,,,,,,,
Minority Interests,,,,,,MUFG,,,,,,,,,,-80979000000.0,-83820000000.0,-75606000000.0,-79949000000.0,,,,,,,,,,
Net Income Including Noncontrolling Interests,,,,,,MUFG,,,,,,,,,,1571761000000.0,1200316000000.0,1206447000000.0,856967000000.0,,,,,,,,,,
Net Income Continuous Operations,,,,,,MUFG,,,,,,,,,,1571761000000.0,1200316000000.0,1206447000000.0,856967000000.0,,,,,,,,,,
Tax Provision,,,,,,MUFG,,,,,,,,,,478342000000.0,369607000000.0,283410000000.0,185068000000.0,,,,,,,,,,
Pretax Income,,,,,,MUFG,,,,,,,,,,2050104000000.0,1569923000000.0,1489857000000.0,1042036000000.0,,,,,,,,,,
Special Income Charges,,,,,,MUFG,,,,,,,,,,-77454000000.0,549200000000.0,-47779000000.0,-11201000000.0,,,,,,,,,,
Gain On Sale Of Business,,,,,,MUFG,,,,,,,,,,-93000000.0,670108000000.0,64229000000.0,-8689000000.0,,,,,,,,,,
Other Special Charges,,,,,,MUFG,,,,,,,,,,46253000000.0,102741000000.0,-62125000000.0,-38728000000.0,,,,,,,,,,
Write Off,,,,,,MUFG,,,,,,,,,,,,,41240000000.0,65786000000.0,,,,,,,,,
Impairment Of Capital Assets,,,,,,MUFG,,,,,,,,,,31108000000.0,18167000000.0,174133000000.0,41240000000.0,,,,,,,,,,
Restructuring And Mergern Acquisition,,,,,,MUFG,,,,,,,,,,,,,0.0,-2105000000.0,,,,,,,,,
Gain On Sale Of Security,,,,,,MUFG,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,
Depreciation Amortization Depletion Income Statement,,,,,,MUFG,,,,,,,,,,,,,0.0,343368000000.0,,,,,,,,,
Depreciation And Amortization In Income Statement,,,,,,MUFG,,,,,,,,,,,,,0.0,343368000000.0,,,,,,,,,
Amortization,,,,,,MUFG,,,,,,,,,,,,,0.0,343368000000.0,,,,,,,,,
Amortization Of Intangibles Income Statement,,,,,,MUFG,,,,,,,,,,,,,0.0,343368000000.0,,,,,,,,,
Depreciation Income Statement,,,,,,MUFG,,,,,,,,,,,,,87305000000.0,113489000000.0,,,,,,,,,
Selling General And Administration,,,,,,MUFG,,,,,,,,,,2920875000000.0,2969325000000.0,2746840000000.0,2709549000000.0,,,,,,,,,,
General And Administrative Expense,,,,,,MUFG,,,,,,,,,,2920875000000.0,2969325000000.0,2746840000000.0,2709549000000.0,,,,,,,,,,
Other Gand A,,,,,,MUFG,,,,,,,,,,2920875000000.0,2969325000000.0,2746840000000.0,2709549000000.0,,,,,,,,,,
Insurance And Claims,,,,,,MUFG,,,,,,,,,,,,,90529000000.0,98441000000.0,,,,,,,,,
Salaries And Wages,,,,,,MUFG,,,,,,,,,,,78111000000.0,0.0,1253461000000.0,1242563000000.0,,,,,,,,,
Total Revenue,,,,,,MUFG,,,,,,,,,,5879775000000.0,6057232000000.0,4703324000000.0,4554854000000.0,,,,,,,,,,
Operating Revenue,,,,,,MUFG,,,,,,,,,,5879775000000.0,6057232000000.0,4703324000000.0,4554854000000.0,,,,,,,,,,
Tax Effect Of Unusual Items,30788.0,-3326100.0,-1851525.0,-2185880.0,,PLYA,,,,,,,,,,,,,,,,,,,,,,,
Tax Rate For Calcs,0.179,0.3,0.075,0.04,,PLYA,,,,,,,,,,,,,,,,,,,,,,,
Normalized EBITDA,255405000.0,204776000.0,80488000.0,-44184000.0,,PLYA,,,,,,,,,,,,,,,,,,,,,,,
Total Unusual Items,172000.0,-11087000.0,-24687000.0,-54647000.0,,PLYA,,,,,,,,,,,,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,172000.0,-11087000.0,-24687000.0,-54647000.0,,PLYA,,,,,,,,,,,,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,53852000.0,56706000.0,-89682000.0,-262370000.0,,PLYA,,,,,,,,,,,,,,,,,,,,,,,
Reconciled Depreciation,81827000.0,78372000.0,81508000.0,92570000.0,,PLYA,,,,,,,,,,,,,,,,,,,,,,,
Reconciled Cost Of Revenue,516449000.0,459030000.0,326979000.0,209832000.0,,PLYA,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,255577000.0,193689000.0,55801000.0,-98831000.0,,PLYA,,,,,,,,,,,,,,,,,,,,,,,
EBIT,173750000.0,115317000.0,-25707000.0,-191401000.0,,PLYA,,,,,,,,,,,,,,,,,,,,,,,
Net Interest Income,-108184000.0,-64164000.0,-71378000.0,-81942000.0,,PLYA,,,,,,,,,,,,,,,,,,,,,,,
Interest Expense,108184000.0,64164000.0,71378000.0,81942000.0,,PLYA,,,,,,,,,,,,,,,,,,,,,,,
Normalized Income,53710788.0,64466900.0,-66846525.0,-209908880.0,,PLYA,,,,,,,,,,,,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,53852000.0,56706000.0,-89682000.0,-262370000.0,,PLYA,,,,,,,,,,,,,,,,,,,,,,,
Total Expenses,803573000.0,733716000.0,534188000.0,408779000.0,,PLYA,,,,,,,,,,,,,,,,,,,,,,,
Total Operating Income As Reported,174997000.0,129767000.0,-24236000.0,-190237000.0,,PLYA,,,,,,,,,,,,,,,,,,,,,,,
Diluted Average Shares,150309674.0,166077802.0,163370410.0,132210205.0,,PLYA,,,,,,,,,,,,,,,,,,,,,,,
Basic Average Shares,148063358.0,164782886.0,163370410.0,132210205.0,,PLYA,,,,,,,,,,,,,,,,,,,,,,,
Diluted EPS,0.36,0.34,-0.55,-1.98,,PLYA,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,0.36,0.34,-0.55,-1.98,,PLYA,,,,,,,,,,,,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,53852000.0,56706000.0,-89682000.0,-262370000.0,,PLYA,,,,,,,,,,,,,,,,,,,,,,,
Net Income Common Stockholders,53852000.0,56706000.0,-89682000.0,-262370000.0,,PLYA,,,,,,,,,,,,,,,,,,,,,,,
Otherunder Preferred Stock Dividend,,,,,0.0,PLYA,,,,,,,,,,,,,,,,,,,,,,,
Net Income,53852000.0,56706000.0,-89682000.0,-262370000.0,,PLYA,,,,,,,,,,,,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,53852000.0,56706000.0,-89682000.0,-262370000.0,,PLYA,,,,,,,,,,,,,,,,,,,,,,,
Net Income Continuous Operations,53852000.0,56706000.0,-89682000.0,-262370000.0,,PLYA,,,,,,,,,,,,,,,,,,,,,,,
Tax Provision,11714000.0,-5553000.0,-7403000.0,-10973000.0,,PLYA,,,,,,,,,,,,,,,,,,,,,,,
Pretax Income,65566000.0,51153000.0,-97085000.0,-273343000.0,,PLYA,,,,,,,,,,,,,,,,,,,,,,,
Other Income Expense,-181000.0,-7230000.0,-26158000.0,-55811000.0,,PLYA,,,,,,,,,,,,,,,,,,,,,,,
Other Non Operating Income Expenses,-353000.0,3857000.0,-1471000.0,-1164000.0,,PLYA,,,,,,,,,,,,,,,,,,,,,,,
Special Income Charges,172000.0,-11087000.0,-24687000.0,-54647000.0,,PLYA,,,,,,,,,,,,,,,,,,,,,,,
Gain On Sale Of Ppe,-5069000.0,-6000.0,-676000.0,-2021000.0,,PLYA,,,,,,,,,,,,,,,,,,,,,,,
Other Special Charges,-5241000.0,11081000.0,,-2993000.0,,PLYA,,,,,,,,,,,,,,,,,,,,,,,
Write Off,0.0,0.0,24011000.0,,6168000.0,PLYA,,,,,,,,,,,,,,,,,,,,,,,
Impairment Of Capital Assets,0.0,0.0,24011000.0,55619000.0,,PLYA,,,,,,,,,,,,,,,,,,,,,,,
Net Non Operating Interest Income Expense,-108184000.0,-64164000.0,-71378000.0,-81942000.0,,PLYA,,,,,,,,,,,,,,,,,,,,,,,
Interest Expense Non Operating,108184000.0,64164000.0,71378000.0,81942000.0,,PLYA,,,,,,,,,,,,,,,,,,,,,,,
Operating Income,173931000.0,122547000.0,451000.0,-135590000.0,,PLYA,,,,,,,,,,,,,,,,,,,,,,,
Operating Expense,287124000.0,274686000.0,207209000.0,198947000.0,,PLYA,,,,,,,,,,,,,,,,,,,,,,,
Other Operating Expenses,12475000.0,9706000.0,5806000.0,2189000.0,,PLYA,,,,,,,,,,,,,,,,,,,,,,,
Depreciation Amortization Depletion Income Statement,81827000.0,78372000.0,81508000.0,92570000.0,,PLYA,,,,,,,,,,,,,,,,,,,,,,,
Depreciation And Amortization In Income Statement,81827000.0,78372000.0,81508000.0,92570000.0,,PLYA,,,,,,,,,,,,,,,,,,,,,,,
Selling General And Administration,192822000.0,186608000.0,119895000.0,104188000.0,,PLYA,,,,,,,,,,,,,,,,,,,,,,,
Gross Profit,461055000.0,397233000.0,207660000.0,63357000.0,,PLYA,,,,,,,,,,,,,,,,,,,,,,,
Cost Of Revenue,516449000.0,459030000.0,326979000.0,209832000.0,,PLYA,,,,,,,,,,,,,,,,,,,,,,,
Total Revenue,977504000.0,856263000.0,534639000.0,273189000.0,,PLYA,,,,,,,,,,,,,,,,,,,,,,,
Operating Revenue,956216000.0,845557000.0,527859000.0,271000000.0,,PLYA,,,,,,,,,,,,,,,,,,,,,,,
Tax Effect Of Unusual Items,2051749.352,661823.574,477443.134,1089973.387475,,GNTX,,,,,,,,,,,,,,,,,,,,,,,
Tax Rate For Calcs,0.152,0.138,0.133,0.156016,,GNTX,,,,,,,,,,,,,,,,,,,,,,,
Normalized EBITDA,575553894.0,461778746.0,505304199.0,497309689.0,,GNTX,,,,,,,,,,,,,,,,,,,,,,,
Total Unusual Items,13498351.0,4795823.0,3589798.0,6986303.0,,GNTX,,,,,,,,,,,,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,13498351.0,4795823.0,3589798.0,6986303.0,,GNTX,,,,,,,,,,,,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,428403272.0,318757352.0,360797232.0,347563621.0,,GNTX,,,,,,,,,,,,,,,,,,,,,,,
Reconciled Depreciation,93321192.0,96568443.0,99112019.0,104739900.0,,GNTX,,,,,,,,,,,,,,,,,,,,,,,
Reconciled Cost Of Revenue,1536585036.0,1309143858.0,1111462082.0,1082745885.0,,GNTX,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,589052245.0,466574569.0,508893997.0,504295992.0,,GNTX,,,,,,,,,,,,,,,,,,,,,,,
EBIT,495731053.0,370006126.0,409781978.0,399556092.0,,GNTX,,,,,,,,,,,,,,,,,,,,,,,
Normalized Income,416956670.352,314623352.574,357684877.134,341667291.387475,,GNTX,,,,,,,,,,,,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,428403272.0,318757352.0,360797232.0,347563621.0,,GNTX,,,,,,,,,,,,,,,,,,,,,,,
Total Expenses,1803483991.0,1548951917.0,1321387951.0,1288633313.0,,GNTX,,,,,,,,,,,,,,,,,,,,,,,
Total Operating Income As Reported,495731053.0,370006126.0,409781978.0,399556092.0,,GNTX,,,,,,,,,,,,,,,,,,,,,,,
Diluted Average Shares,229720198.0,231219489.0,236604014.0,243681992.0,,GNTX,,,,,,,,,,,,,,,,,,,,,,,
Basic Average Shares,229405479.0,230825293.0,235526911.0,242599923.0,,GNTX,,,,,,,,,,,,,,,,,,,,,,,
Diluted EPS,1.84,1.36,1.5,1.41,,GNTX,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,1.84,1.36,1.51,1.41,,GNTX,,,,,,,,,,,,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,422057189.0,313887594.0,355222254.0,342612925.0,,GNTX,,,,,,,,,,,,,,,,,,,,,,,
Average Dilution Earnings,6341.0,5299.0,17014.0,14232.0,,GNTX,,,,,,,,,,,,,,,,,,,,,,,
Net Income Common Stockholders,422050848.0,313882295.0,355205240.0,342598693.0,,GNTX,,,,,,,,,,,,,,,,,,,,,,,
Otherunder Preferred Stock Dividend,6352424.0,4875057.0,5591992.0,4964928.0,,GNTX,,,,,,,,,,,,,,,,,,,,,,,
Net Income,428403272.0,318757352.0,360797232.0,347563621.0,,GNTX,,,,,,,,,,,,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,428403272.0,318757352.0,360797232.0,347563621.0,,GNTX,,,,,,,,,,,,,,,,,,,,,,,
Net Income Continuous Operations,428403272.0,318757352.0,360797232.0,347563621.0,,GNTX,,,,,,,,,,,,,,,,,,,,,,,
Tax Provision,76577902.0,50965724.0,55554504.0,64249308.0,,GNTX,,,,,,,,,,,,,,,,,,,,,,,
Pretax Income,504981174.0,369723076.0,416351736.0,411812929.0,,GNTX,,,,,,,,,,,,,,,,,,,,,,,
Other Income Expense,9250121.0,-283050.0,6569758.0,12256837.0,,GNTX,,,,,,,,,,,,,,,,,,,,,,,
Other Non Operating Income Expenses,-4248230.0,-5078873.0,2979960.0,5270534.0,,GNTX,,,,,,,,,,,,,,,,,,,,,,,
Gain On Sale Of Security,13498351.0,4795823.0,3589798.0,6986303.0,,GNTX,,,,,,,,,,,,,,,,,,,,,,,
Operating Income,495731053.0,370006126.0,409781978.0,399556092.0,,GNTX,,,,,,,,,,,,,,,,,,,,,,,
Operating Expense,266898955.0,239808059.0,209925869.0,205887428.0,,GNTX,,,,,,,,,,,,,,,,,,,,,,,
Research And Development,154359700.0,133308804.0,117763676.0,115935047.0,,GNTX,,,,,,,,,,,,,,,,,,,,,,,
Selling General And Administration,112539255.0,106499255.0,92162193.0,89952381.0,,GNTX,,,,,,,,,,,,,,,,,,,,,,,
Gross Profit,762630008.0,609814185.0,619707847.0,605443520.0,,GNTX,,,,,,,,,,,,,,,,,,,,,,,
Cost Of Revenue,1536585036.0,1309143858.0,1111462082.0,1082745885.0,,GNTX,,,,,,,,,,,,,,,,,,,,,,,
Total Revenue,2299215044.0,1918958043.0,1731169929.0,1688189405.0,,GNTX,,,,,,,,,,,,,,,,,,,,,,,
Operating Revenue,2299215044.0,1918958043.0,1731169929.0,1688189405.0,,GNTX,,,,,,,,,,,,,,,,,,,,,,,
Tax Effect Of Unusual Items,0.0,-54300.0,-5160045.489007,0.0,,TEX,,,,,,,,,,,,,,,,,,,,,,,
Tax Rate For Calcs,0.109,0.181,0.175512,0.182,,TEX,,,,,,,,,,,,,,,,,,,,,,,
Normalized EBITDA,699400000.0,463200000.0,394900000.0,126600000.0,,TEX,,,,,,,,,,,,,,,,,,,,,,,
Total Unusual Items,0.0,-300000.0,-29400000.0,0.0,,TEX,,,,,,,,,,,,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,0.0,-300000.0,-29400000.0,0.0,,TEX,,,,,,,,,,,,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,516700000.0,300200000.0,217500000.0,9000000.0,,TEX,,,,,,,,,,,,,,,,,,,,,,,
Reconciled Depreciation,56400000.0,47200000.0,50200000.0,49700000.0,,TEX,,,,,,,,,,,,,,,,,,,,,,,
Reconciled Cost Of Revenue,3974900000.0,3546500000.0,3129400000.0,2537100000.0,,TEX,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,699400000.0,462900000.0,365500000.0,126600000.0,,TEX,,,,,,,,,,,,,,,,,,,,,,,
EBIT,643000000.0,415700000.0,315300000.0,76900000.0,,TEX,,,,,,,,,,,,,,,,,,,,,,,
Net Interest Income,-55700000.0,-46300000.0,-47800000.0,-62300000.0,,TEX,,,,,,,,,,,,,,,,,,,,,,,
Interest Expense,63300000.0,49100000.0,51500000.0,65900000.0,,TEX,,,,,,,,,,,,,,,,,,,,,,,
Interest Income,7600000.0,2800000.0,3700000.0,3600000.0,,TEX,,,,,,,,,,,,,,,,,,,,,,,
Normalized Income,516700000.0,300445700.0,241739954.510993,9000000.0,,TEX,,,,,,,,,,,,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,518000000.0,300000000.0,220900000.0,-10600000.0,,TEX,,,,,,,,,,,,,,,,,,,,,,,
Total Expenses,4515000000.0,3997700000.0,3558800000.0,3008000000.0,,TEX,,,,,,,,,,,,,,,,,,,,,,,
Total Operating Income As Reported,636500000.0,420000000.0,328000000.0,68400000.0,,TEX,,,,,,,,,,,,,,,,,,,,,,,
Diluted Average Shares,68300000.0,69400000.0,70900000.0,70100000.0,,TEX,,,,,,,,,,,,,,,,,,,,,,,
Basic Average Shares,67500000.0,68500000.0,69700000.0,69600000.0,,TEX,,,,,,,,,,,,,,,,,,,,,,,
Diluted EPS,7.58,4.32,3.12,-0.15,,TEX,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,7.67,4.38,3.17,-0.15,,TEX,,,,,,,,,,,,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,518000000.0,300000000.0,220900000.0,-10600000.0,,TEX,,,,,,,,,,,,,,,,,,,,,,,
Net Income Common Stockholders,518000000.0,300000000.0,220900000.0,-10600000.0,,TEX,,,,,,,,,,,,,,,,,,,,,,,
Net Income,518000000.0,300000000.0,220900000.0,-10600000.0,,TEX,,,,,,,,,,,,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,518000000.0,300000000.0,220900000.0,-10600000.0,,TEX,,,,,,,,,,,,,,,,,,,,,,,
Net Income Discontinuous Operations,1300000.0,-200000.0,3400000.0,-19600000.0,,TEX,,,,,,,,,,,,,,,,,,,,,,,
Net Income Continuous Operations,516700000.0,300200000.0,217500000.0,9000000.0,,TEX,,,,,,,,,,,,,,,,,,,,,,,
Tax Provision,63000000.0,66400000.0,46300000.0,2000000.0,,TEX,,,,,,,,,,,,,,,,,,,,,,,
Pretax Income,579700000.0,366600000.0,263800000.0,11000000.0,,TEX,,,,,,,,,,,,,,,,,,,,,,,
Other Income Expense,-1100000.0,-7100000.0,-16400000.0,4900000.0,,TEX,,,,,,,,,,,,,,,,,,,,,,,
Other Non Operating Income Expenses,-1100000.0,-6800000.0,13000000.0,4900000.0,,TEX,,,,,,,,,,,,,,,,,,,,,,,
Special Income Charges,0.0,-300000.0,-29400000.0,0.0,,TEX,,,,,,,,,,,,,,,,,,,,,,,
Other Special Charges,,300000.0,29400000.0,,,TEX,,,,,,,,,,,,,,,,,,,,,,,
Net Non Operating Interest Income Expense,-55700000.0,-46300000.0,-47800000.0,-62300000.0,,TEX,,,,,,,,,,,,,,,,,,,,,,,
Interest Expense Non Operating,63300000.0,49100000.0,51500000.0,65900000.0,,TEX,,,,,,,,,,,,,,,,,,,,,,,
Interest Income Non Operating,7600000.0,2800000.0,3700000.0,3600000.0,,TEX,,,,,,,,,,,,,,,,,,,,,,,
Operating Income,636500000.0,420000000.0,328000000.0,68400000.0,,TEX,,,,,,,,,,,,,,,,,,,,,,,
Operating Expense,540100000.0,451200000.0,429400000.0,470900000.0,,TEX,,,,,,,,,,,,,,,,,,,,,,,
Selling General And Administration,540100000.0,451200000.0,429400000.0,470900000.0,,TEX,,,,,,,,,,,,,,,,,,,,,,,
Gross Profit,1176600000.0,871200000.0,757400000.0,539300000.0,,TEX,,,,,,,,,,,,,,,,,,,,,,,
Cost Of Revenue,3974900000.0,3546500000.0,3129400000.0,2537100000.0,,TEX,,,,,,,,,,,,,,,,,,,,,,,
Total Revenue,5151500000.0,4417700000.0,3886800000.0,3076400000.0,,TEX,,,,,,,,,,,,,,,,,,,,,,,
Operating Revenue,5151500000.0,4417700000.0,3886800000.0,3076400000.0,,TEX,,,,,,,,,,,,,,,,,,,,,,,
Tax Effect Of Unusual Items,-50400000.0,-23760000.0,-15760439.56044,-4200000.0,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Tax Rate For Calcs,0.21,0.12,0.110989,0.03,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Normalized EBITDA,2774000000.0,2169000000.0,1975000000.0,3022000000.0,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Total Unusual Items,-240000000.0,-198000000.0,-142000000.0,-140000000.0,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,-240000000.0,-198000000.0,-142000000.0,-140000000.0,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,2938000000.0,594000000.0,590000000.0,1804000000.0,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Reconciled Depreciation,912000000.0,762000000.0,773000000.0,764000000.0,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Reconciled Cost Of Revenue,15933000000.0,14241000000.0,12557000000.0,10506000000.0,,APTV,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,2534000000.0,1971000000.0,1833000000.0,2882000000.0,,APTV,,,,,,,,,,,,,,,,,,,,,,,
EBIT,1622000000.0,1209000000.0,1060000000.0,2118000000.0,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Net Interest Income,-174000000.0,-133000000.0,-141000000.0,-156000000.0,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Interest Expense,285000000.0,219000000.0,150000000.0,164000000.0,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Interest Income,111000000.0,86000000.0,9000000.0,8000000.0,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Normalized Income,3127600000.0,768240000.0,716239560.43956,1939800000.0,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,2938000000.0,594000000.0,590000000.0,1804000000.0,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Total Expenses,18281000000.0,16141000000.0,14405000000.0,12246000000.0,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Total Operating Income As Reported,1559000000.0,1263000000.0,1189000000.0,2118000000.0,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Diluted Average Shares,282880000.0,271180000.0,271220000.0,270700000.0,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Basic Average Shares,276920000.0,270900000.0,270460000.0,263430000.0,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Diluted EPS,10.39,1.96,1.94,6.66,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,10.5,1.96,1.95,6.72,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,2909000000.0,531000000.0,527000000.0,1804000000.0,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Average Dilution Earnings,,,,35000000.0,0.0,APTV,,,,,,,,,,,,,,,,,,,,,,,
Net Income Common Stockholders,2909000000.0,531000000.0,527000000.0,1769000000.0,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Preferred Stock Dividends,29000000.0,63000000.0,63000000.0,35000000.0,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Net Income,2938000000.0,594000000.0,590000000.0,1804000000.0,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Minority Interests,-28000000.0,4000000.0,-19000000.0,-18000000.0,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,2966000000.0,590000000.0,609000000.0,1822000000.0,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Net Income Discontinuous Operations,,,,,0.0,APTV,,,,,,,,,,,,,,,,,,,,,,,
Net Income Continuous Operations,2966000000.0,590000000.0,609000000.0,1822000000.0,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Earnings From Equity Interest Net Of Tax,-299000000.0,-279000000.0,-200000000.0,-83000000.0,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Tax Provision,-1928000000.0,121000000.0,101000000.0,49000000.0,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Pretax Income,1337000000.0,990000000.0,910000000.0,1954000000.0,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Other Income Expense,-259000000.0,-225000000.0,-162000000.0,1290000000.0,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Other Non Operating Income Expenses,-19000000.0,-27000000.0,-20000000.0,-14000000.0,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Special Income Charges,-234000000.0,-146000000.0,-151000000.0,-140000000.0,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Other Special Charges,1000000.0,,127000000.0,4000000.0,6000000.0,APTV,,,,,,,,,,,,,,,,,,,,,,,
Write Off,18000000.0,0.0,0.0,,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Restructuring And Mergern Acquisition,215000000.0,146000000.0,24000000.0,136000000.0,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Earnings From Equity Interest,,0.0,0.0,1444000000.0,0.0,APTV,,,,,,,,,,,,,,,,,,,,,,,
Gain On Sale Of Security,-6000000.0,-52000000.0,9000000.0,,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Net Non Operating Interest Income Expense,-174000000.0,-133000000.0,-141000000.0,-156000000.0,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Interest Expense Non Operating,285000000.0,219000000.0,150000000.0,164000000.0,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Interest Income Non Operating,111000000.0,86000000.0,9000000.0,8000000.0,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Operating Income,1770000000.0,1348000000.0,1213000000.0,820000000.0,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Operating Expense,1669000000.0,1287000000.0,1223000000.0,1120000000.0,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Depreciation Amortization Depletion Income Statement,233000000.0,149000000.0,148000000.0,144000000.0,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Depreciation And Amortization In Income Statement,233000000.0,149000000.0,148000000.0,144000000.0,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Amortization,233000000.0,149000000.0,148000000.0,144000000.0,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Amortization Of Intangibles Income Statement,233000000.0,149000000.0,148000000.0,144000000.0,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Selling General And Administration,1436000000.0,1138000000.0,1075000000.0,976000000.0,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Gross Profit,3439000000.0,2635000000.0,2436000000.0,1940000000.0,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Cost Of Revenue,16612000000.0,14854000000.0,13182000000.0,11126000000.0,,APTV,,,,,,,,,,,,,,,,,,,,,,,
Total Revenue,20051000000.0,17489000000.0,15618000000.0,13066000000.0,,APTV,,,,,,,,,,,,,,,,,,,,,,,
